Job_Title,Company_Name,Location,Summary,Days_Posted_Ago
Backup Consultant,IBM,"Mumbai, Maharashtra","IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.
What about all of these?",2 days ago
CLM Specialist - VP,Deutsche Bank,"Mumbai, Maharashtra","Hands one experience in financial data analysis/modeling.
Ability to manage data and perform analytics through databases / a programming language.",Today
Data Analyst,Institutional Shareholder Services Inc,"Mumbai, Maharashtra",Attend to internal/client queries and requests to ensure data captured is aligned with data methodology and policy guidelines.,30+ days ago
Team Lead,Cognizant,"Mumbai, Maharashtra","Ensures data integrity of data presented to client.
Graduate/Post Graduate/ Doctorate degree in life sciences/Pharmacy/Medical sciences/Registered Nurse.",18 days ago
Collections Lead,Branch International,"Mumbai, Maharashtra","Regularly analyze collections data and continuously improve processes.
With offices in San Francisco, Lagos, Mexico City, Mumbai and Nairobi, Branch is a for…",2 days ago
Data Management and Data Visualisation,Tata Insights and Quants,"Mumbai, Maharashtra","Contributing to Community through big data:
O Basic understanding of advanced analytics and managing Unstructured data.
Company : Tata Insights and Quants.",30+ days ago
CLM Analyst - AVP,Deutsche Bank,"Mumbai, Maharashtra",Automating the data flows from the source systems used to provide the underlying data and providing quality assurance over the data inputs.,18 days ago
Data Scientist / Analyst,Adoro,"Mumbai, Maharashtra","Basic understanding of statistic and Experience manipulating large data sets through statistical software(ex R, Matlab etc).",30+ days ago
SOCIAL WORKER,BRIGHT FUTURE,"Mumbai, Maharashtra","Maintain the data of mobilization, planning, (Social Worker and CL) stakeholder.
Create Youth and adolescents and Schools pipeline and data base ready for the.",30+ days ago
Director - Data Science & Analytics,Michael Page,"Mumbai, Maharashtra","Collaborating with data engineering team on building data marts, reports, data warehouse, data pipelines and data tracking mechanisms.
Room to learn and grow.",30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",17 days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Associate Scientist Regulatory Affairs; Life Cycle Managemen...,Procter & Gamble,"Mumbai, Maharashtra","Procter & Gamble is one of the largest FMCG (Fast Moving Consumer Goods) company in the world with strong brands like Pampers, Ariel, Always, Gillette and Oral…",19 days ago
Scientific Writer - Publications,Cactus Communications,"Mumbai, Maharashtra","Excellent data interpretation and presentation skills.
Proven skills in writing and editing documents and interpretation and summarization of complex clinical…",30+ days ago
Team Lead - General Accounting,Colgate-Palmolive,"Mumbai, Maharashtra","Respond promptly to miscellaneous data requests and audits, run matching engines and upload statements.
Relocation Assistance Offered Within Country.",9 days ago
Sales Executive,Ninjacart,"Mumbai, Maharashtra","We do this effectively at lower cost, better speed and larger scale using integrated supply chain powered by technology, data science, infrastructure and…",30+ days ago
Science Data Analyst ( Curriculum),Kïdo,"Khar, Maharashtra","Justification for curriculum choices and assumptions based on data.
The ability to analyse, model and interpret data.
We are launching in the USA in 2020,.",30+ days ago
Data Scientist (Upto 5years),XLNC Technologies,"Mumbai, Maharashtra","Experience of handling high frequency streaming data for real time analysis and reporting.
Experience in relevant field such as Statistics, Computer Science or…",30+ days ago
Data Engineering Internship,iAastha,"Navi Mumbai, Maharashtra","Working on data storage and system optimization.
Understanding of core computer science concepts 2.
We are a team of experienced minds with fresh perspectives…",15 days ago
Data Scientist,Capgemini,"Mumbai, Maharashtra",Works as a senior member of data science practice and guide in delivering project along with newer data science workbench or platforms.,30+ days ago
ANALYST-DATA SCIENCE-PYTHON,Fine Jobs,"Mumbai, Maharashtra",Work with internal and external teams to develop models (ranging from data exploration to feature engineering and model development to validation and scoring.).,30+ days ago
Manager,Bank of America,"Mumbai, Maharashtra","6 - 9 years of relevant experience in field of analytics including 2 + years in data science.
SAS, SQL data analytics and Python.",1 day ago
Medical Lead _ Global,GSK,"Worli, Mumbai, Maharashtra","Supports the Global Medical Director in communicating the clinical / market access data, ensuring a robust understanding of the asset risk: benefit profile.",Today
QA Engineer,Institutional Shareholder Services Inc,"Mumbai, Maharashtra","Be comfortable working with spreadsheets and large data sets.
Experience of functional, non-functional, system, integration, data & performance testing and…",1 day ago
Data Scientist,Thoucentric,"Mumbai, Maharashtra","4-6 years’ experience in data science/Analytics roles.
Develop and maintain robust data processing pipelines and reproducible modelling pipelines.",30+ days ago
Research & Development (Neural Machine Translation) Internsh...,IIT Bombay,"Mumbai, Maharashtra","Work on data cleaning, pre-processing, and text parsing 2.
The Indian Institute of Technology, Bombay (IITB) is one of the fifteen higher institutes of…",3 days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",17 days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Scientific Writer - Publications,Cactus Communications,"Mumbai, Maharashtra","Excellent data interpretation and presentation skills.
Proven skills in writing and editing documents and interpretation and summarization of complex clinical…",30+ days ago
Associate Scientist Regulatory Affairs; Life Cycle Managemen...,Procter & Gamble,"Mumbai, Maharashtra","Procter & Gamble is one of the largest FMCG (Fast Moving Consumer Goods) company in the world with strong brands like Pampers, Ariel, Always, Gillette and Oral…",19 days ago
Sales Executive,Ninjacart,"Mumbai, Maharashtra","We do this effectively at lower cost, better speed and larger scale using integrated supply chain powered by technology, data science, infrastructure and…",30+ days ago
Team Lead - General Accounting,Colgate-Palmolive,"Mumbai, Maharashtra","Respond promptly to miscellaneous data requests and audits, run matching engines and upload statements.
Relocation Assistance Offered Within Country.",9 days ago
Computational Linguistic,Crimson Interactive,"Mumbai, Maharashtra","We have a passionate team of data scientists, coders, and linguists who have been working on it.
Bachelors/Masters/PhD in natural language processing,…",14 days ago
Manager,Transasia,"Mumbai, Maharashtra","Create effective customer service procedures, policies, and standards and strive to continually improve them.
Execute the Monthly sales targets execution as per…",6 days ago
"Manager, Technology (Data Management)",TeachForIndia,"Mumbai, Maharashtra","Drive data architecture and design of data management systems across verticals.
Knowledge of data warehousing, data mining, and segmentation techniques.",30+ days ago
"Customer Engineer, Application Modernization (GCloud Custome...",Google,"Mumbai, Maharashtra","You're a Sales Engineer with excellent technical, communication, and organizational skills, and previous experience with data center environments as it relates…",2 days ago
Analyst Data Scientist,Camsdata,"Mumbai, Maharashtra","Take initiative in evaluating and adapting new approaches from data science research.
Experience in practical data processing, data mining, text mining and…",30+ days ago
Academic Counselor,ITVEDANT Education Pvt. Ltd.,"Andheri, Mumbai, Maharashtra","Maintains systems and database by entering, verifying, and backing up data.
Itvedant Education Pvt. Ltd is a professional education institute in Mumbai.",30+ days ago
Senior Specialist – Tableau Data Visualization,JLT India,"Powai, Mumbai, Maharashtra","Understand the data mart/data warehousing concepts along with knowledge of SQL to write complex, highly-optimized queries across large volumes of data.",30+ days ago
RSIM-Intelligence Strategy (C11),CITI,"Mumbai, Maharashtra","Strong analytical skills in conducting sophisticated reporting using bureau/vendor data, customer performance data and marketing data to solve business problems…",30+ days ago
Business Intelligence Analyst,JLL,"Navi Mumbai, Maharashtra","Strong in data checking and auditing.
Proficient in Tableau, MS Office applications, especially Excel and PowerPoint; data preparation tools.",11 days ago
Data Analyst - Credit and Risk,FLEXILOANS TECHNOLOGIES,"Mumbai, Maharashtra","Data mining within the organization as well as enrich data from 3rd party databases.
Work closely with business teams to identify specific insights that can…",30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",17 days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Online Python Trainer (Female candidates only),Whitehat Education Technology Pvt. Ltd.,"Mumbai, Maharashtra","You'll teach students aged 15-18 coding (algorithms, data structure).
WhiteHat Jr* was created to solve the #1 gap in the global school system today.",30+ days ago
Scientific Writer - Publications,Cactus Communications,"Mumbai, Maharashtra","Excellent data interpretation and presentation skills.
Proven skills in writing and editing documents and interpretation and summarization of complex clinical…",30+ days ago
Associate Scientist Regulatory Affairs; Life Cycle Managemen...,Procter & Gamble,"Mumbai, Maharashtra","Procter & Gamble is one of the largest FMCG (Fast Moving Consumer Goods) company in the world with strong brands like Pampers, Ariel, Always, Gillette and Oral…",19 days ago
Sales Executive,Ninjacart,"Mumbai, Maharashtra","We do this effectively at lower cost, better speed and larger scale using integrated supply chain powered by technology, data science, infrastructure and…",30+ days ago
Team Lead - General Accounting,Colgate-Palmolive,"Mumbai, Maharashtra","Respond promptly to miscellaneous data requests and audits, run matching engines and upload statements.
Relocation Assistance Offered Within Country.",9 days ago
Data Scientist,Finicity,"Navi Mumbai, Maharashtra","As a Data Scientist, you will take lead on exploring and creating business value from data science operations in new business data domains, working with other…",30+ days ago
Data Analyst - Conventional Analytics,Sanofi,"Mumbai, Maharashtra","Experience with systems integration, ETL technologies, systems and data migration (in life sciences space will be preferred).",30+ days ago
Junior Medical Writer,Insignia Communication,"Mumbai, Maharashtra","Ability to analyze, interpret, and summarize data.
Author and prepare patient education reading material, medical documents, PPT for MRs and doctors, brochures,…",30+ days ago
"Senior Manager, Regional Advanced Analytics",Johnson & Johnson Family of Companies,"Mumbai, Maharashtra","Knowledge of data structure; information systems/tools, and related software and data management; enterprise content management, and record-keeping policies and…",1 day ago
Process Executive,Cognizant,"Mumbai, Maharashtra","Graduate/Post Graduate/ Doctorate degree in life sciences/Pharmacy/Medical sciences/Registered Nurse.
For PV/Complaints Management Individuals in this role…",28 days ago
Assistant Vice President,Yes Bank,"Mumbai, Maharashtra","A solid foundation in computer science, with strong competencies in data structures, algorithms, and software design.
BFSI domain experience preferred.",2 days ago
Assistant Manager / Manager,Techsolcorp,"Mumbai, Maharashtra","As a trusted technology partner, Techsol has strategic alliances with industry leaders such as Oracle®, Veeva Systems® and others to provide value-based…",30+ days ago
Research Analyst,Sage Talent Inc.,"Mumbai, Maharashtra","Conducts research and gather accurate data/information from relevant and qualified data sources.
You will be part of the Data & Research Services (DRS) function…",16 days ago
Freelance IT Trainer,Thema Corporate Services LLP,"Mumbai, Maharashtra","Looking for Freelance IT Trainers who are willing to work remotely and earn a commission/ Per Hour amount.
Looking for candidates who have knowledge of below…",27 days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",17 days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Online Python Trainer (Female candidates only),Whitehat Education Technology Pvt. Ltd.,"Mumbai, Maharashtra","You'll teach students aged 15-18 coding (algorithms, data structure).
WhiteHat Jr* was created to solve the #1 gap in the global school system today.",30+ days ago
Online Python Trainer (Female candidates only),Whitehat Education Technology Pvt. Ltd.,"Mumbai, Maharashtra","You'll teach students aged 15-18 coding (algorithms, data structure).
WhiteHat Jr* was created to solve the #1 gap in the global school system today.",30+ days ago
Team Lead - General Accounting,Colgate-Palmolive,"Mumbai, Maharashtra","Respond promptly to miscellaneous data requests and audits, run matching engines and upload statements.
Relocation Assistance Offered Within Country.",9 days ago
Sales Executive,Ninjacart,"Mumbai, Maharashtra","We do this effectively at lower cost, better speed and larger scale using integrated supply chain powered by technology, data science, infrastructure and…",30+ days ago
Start Up Account Manager,AISPL - Maharashtra,"Mumbai, Maharashtra","A technical background in engineering or computer science.
Amazon Web Services (AWS) offers a complete set of cloud services that enable all companies, from…",3 days ago
Data Engineer,Canary Health Technologies,"Mumbai, Maharashtra","At least 5 years experience building and optimizing ‘big data’ data pipelines, architectures and data sets ideally in an AWS ecosystem.",2 days ago
Research Officer,Bharat Serums And Vaccines,"Navi Mumbai, Maharashtra","Downstream Process development of Equine Biologicals & Human Biologicals-including Chromatography Gel Validation studies, Execution of PDR experiments.",30+ days ago
Data Analyst - Conventional Analytics,Sanofi,"Mumbai, Maharashtra","Experience with systems integration, ETL technologies, systems and data migration (in life sciences space will be preferred).",30+ days ago
Data Analyst - Credit and Risk,FLEXILOANS TECHNOLOGIES,"Mumbai, Maharashtra","Data mining within the organization as well as enrich data from 3rd party databases.
Work closely with business teams to identify specific insights that can…",30+ days ago
ANALYST-DATA SCIENCE-PYTHON,Fine Jobs,"Mumbai, Maharashtra",Work with internal and external teams to develop models (ranging from data exploration to feature engineering and model development to validation and scoring.).,30+ days ago
Analyst Data Scientist,Camsdata,"Mumbai, Maharashtra","Take initiative in evaluating and adapting new approaches from data science research.
Experience in practical data processing, data mining, text mining and…",30+ days ago
Sr.Career Counsellor,ITVEDANT Education Pvt. Ltd.,"Andheri, Mumbai, Maharashtra","Maintains systems and database by entering, verifying, and backing up data.
Itvedant Education Pvt. Ltd is a professional education institute in Mumbai.",30+ days ago
Full Stack Developer,Client of 7SHR,"Andheri, Mumbai, Maharashtra","Ability to integrate multiple data sources and databases into one system.
Integration of data storage solutions (may include databases, key-value stores, blob…",11 days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",17 days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Associate Scientist Regulatory Affairs; Life Cycle Managemen...,Procter & Gamble,"Mumbai, Maharashtra","Procter & Gamble is one of the largest FMCG (Fast Moving Consumer Goods) company in the world with strong brands like Pampers, Ariel, Always, Gillette and Oral…",19 days ago
Scientific Writer - Publications,Cactus Communications,"Mumbai, Maharashtra","Excellent data interpretation and presentation skills.
Proven skills in writing and editing documents and interpretation and summarization of complex clinical…",30+ days ago
Sales Executive,Ninjacart,"Mumbai, Maharashtra","We do this effectively at lower cost, better speed and larger scale using integrated supply chain powered by technology, data science, infrastructure and…",30+ days ago
Scientific Writer - Publications,Cactus Communications,"Mumbai, Maharashtra","Excellent data interpretation and presentation skills.
Proven skills in writing and editing documents and interpretation and summarization of complex clinical…",30+ days ago
Team Lead - General Accounting,Colgate-Palmolive,"Mumbai, Maharashtra","Respond promptly to miscellaneous data requests and audits, run matching engines and upload statements.
Relocation Assistance Offered Within Country.",9 days ago
Research Analyst,Sage Talent Inc.,"Mumbai, Maharashtra","Conducts research and gather accurate data/information from relevant and qualified data sources.
You will be part of the Data & Research Services (DRS) function…",16 days ago
Data Engineer,BookMyShow,"Mumbai, Maharashtra","Industrialise the data science models and embed intelligence in product & business applications.
Set up practices on data reporting and continuous monitoring.",30+ days ago
"Seeking for ""Project Coordinator"" Kannada (any Science & Pha...",Saarathi Healthcare Pvt Ltd,"Thane, Maharashtra","All patients are to be entered in the software wherever applicable so that there is uniformity in data management.
Sending inventories and reports to the PL.",22 days ago
Associate Director – Brand Solutions,Saavn,"Mumbai, Maharashtra","We blend digital technology, data analysis (which we have affectionately coined Music Science), and a strong, fearless business acumen to reach all corners of…",30+ days ago
Consultant,Calypso,"Mumbai, Maharashtra","System installation, including Java JRE download and installation, relational database installation, data model installation and upgrade scripts, setup and…",Today
Vice President - Core Modeling,JP Morgan Chase,"Mumbai, Maharashtra","Your expertise and insights will help us effectively utilize big data platforms, data assets, and analytical capabilities to control fraud loss and improve…",3 days ago
Data Analyst - Business Insights,Saavn,"Mumbai, Maharashtra","1-2 years of experience with data visualization tools such as Tableau.
2+ years experience working with Python for data analysis, visualization, and automation.",30+ days ago
Manager - DA,Morgan Stanley,"Mumbai, Maharashtra","Perform data profiling and identify data quality issues.
5 - 7 years of experience in related field of data analytics or data scientist role.",3 days ago
Associate Manager – Brand Solutions,Saavn,"Mumbai, Maharashtra","We blend digital technology, data analysis (which we have affectionately coined Music Science), and a strong, fearless business acumen to reach all corners of…",30+ days ago
Analyst - ISG Credit - Credit Risk Data Control,Morgan Stanley,"Mumbai, Maharashtra","Conduct daily data quality remediation of Credit Risk data.
Work with data providers to review and implement data controls and establish metrics (KPIs) to…",25 days ago
Online Python Trainer (Female candidates only),Whitehat Education Technology Pvt. Ltd.,"Mumbai, Maharashtra","You'll teach students aged 15-18 coding (algorithms, data structure).
WhiteHat Jr* was created to solve the #1 gap in the global school system today.",30+ days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Associate Scientist Regulatory Affairs; Life Cycle Managemen...,Procter & Gamble,"Mumbai, Maharashtra","Procter & Gamble is one of the largest FMCG (Fast Moving Consumer Goods) company in the world with strong brands like Pampers, Ariel, Always, Gillette and Oral…",19 days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",17 days ago
Data Scientist,Canary Health Technologies,"Mumbai, Maharashtra",This project requires a data scientist to build a python-based classification model prototype that analyses raw data files and establishes output data ranges…,30+ days ago
Full Stack Developer,Divergent Insights,"Andheri, Mumbai, Maharashtra","11-Work with data scientists and analysts to improve software.
8-Create security and data protection settings.
7-Troubleshoot, debug and upgrade software.",9 days ago
Credit Analyst (Contingent Role),Huntsman,"Mumbai, Maharashtra","Any personal data that you provide to Huntsman International LLC, its subsidiaries or its affiliates (together, ""Huntsman"") as part of the online recruitment…",6 days ago
Junior Support Analyst,BNP Paribas,"Mumbai, Maharashtra","Design, development and maintenance of data loading & reporting solution.
We support for 9 regions of APAC and system operates on EOD/EOM batch processing on…",4 days ago
"Data Analyst, Strategy & Operations",Saavn,"Mumbai, Maharashtra","1-2 years of experience with data visualization tools such as Tableau.
+2 years experience working with Python (or R) for data analysis, visualization, and…",29 days ago
GRC Analyst / GRC Consultant,Sequretek Pvt. Ltd.,"Mumbai, Maharashtra",Develop and implement effective and reasonable policies and practices to secure protected and sensitive data and ensure information security and compliance with…,9 days ago
Data Analyst,altbalaji,"Mumbai, Maharashtra",Department: AnalyticsQualification: BTech/BSc IT Reports to: VP Technology Skills : SQL + Tableau + R 2 to 5 years of experience in the Analytics industry.,30+ days ago
Business Intelligence Analyst.,Docplexus,"Mumbai, Maharashtra","Through use of data analytics, data visualization and data modeling techniques and technologies, BI.
Transform data into insights that drive business value.",1 day ago
Data Analyst,Lido Learning,"Mumbai, Maharashtra","We are looking for a data analyst to help us make better business decisions using information from our available data.
Collecting data from various sources.",30+ days ago
Data Analytic Fresher Business Analytics,Kande Technologies,"Mumbai, Maharashtra","Keywords Data analysis,Business analytics,Analytical skills,Data analytics,Data Analyst.
1>good Logical Skills.
2>fresher Business Analytics.",6 days ago
Data Specialist / Data Analyst,Intelact Business Solutions,"Mumbai, Maharashtra","Responsible for the catalog by accurately classifying and correcting data.
Creatively and Strategically catalog products by collecting data from brands.",30+ days ago
VBA Analyst,Link Group,"Mumbai, Maharashtra",They are responsible for data for providing statistical data and trending reports for our clients and communicating the insights therein.,3 days ago
IT Operations Analyst III,MoneyGram,"Mumbai, Maharashtra","Applies creative thinking and analysis to develop new concepts for ongoing data into information.
Analyzes data and prepares reports showing the performance of…",30+ days ago
Business Data Analyst - (3 to 7 Years of Experience),Capco,"Mumbai, Maharashtra","\* Reporting - Document reports and metrics required to measure data quality based on critical data attributes .
Salary : As per company standard.",30+ days ago
Business Analyst with Capital Market /Investment Banking Dom...,Capco,"Mumbai, Maharashtra","Capco is a global business and technology consultancy dedicated solely to the Financial Services (FS) industry, with over 26 offices in Asia, North America and…",30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",29 days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",29 days ago
IT Operations Analyst III,MoneyGram,"Mumbai, Maharashtra","Applies creative thinking and analysis to develop new concepts for ongoing data into information.
Analyzes data and prepares reports showing the performance of…",30+ days ago
Full Stack Developer,Divergent Insights,"Andheri, Mumbai, Maharashtra","11-Work with data scientists and analysts to improve software.
8-Create security and data protection settings.
7-Troubleshoot, debug and upgrade software.",9 days ago
Modeling Analyst,Deutsche Bank,"Mumbai, Maharashtra","Establish the guidelines for receipt and appropriate format of underlying asset-level collateral that supports bond payments, as well as research and resolve…",1 day ago
Business Operations Analyst,Global Gene Corp. Pvt. Ltd.,"Powai, Mumbai, Maharashtra","Coordinate and facilitate all exports shipments for GGC.
Tracking of all exports from Start to delivery and immediate escalation of problems.",30+ days ago
2020 Market Data Analyst - Mumbai,Bloomberg,"Mumbai, Maharashtra","GDA analysts have the opportunity to move to a product-based team within the larger Global Data department such as Funds, Syndicated loans and M&A, working on…",30+ days ago
Support Analyst,BNP Paribas,"Mumbai, Maharashtra",Should be able to demonstrate good troubleshooting skills with data and user issues on Identity and Access Management tools and guide the support team for a…,Today
Data Analyst,ROCHEM Separation Systems,"Bandra, Mumbai, Maharashtra",Job Description : Job Responsibilities include: • Creating excel templates for data collection and reporting • Collating and consolidating raw data from various…,30+ days ago
Data Analyst/ Senior Data Analyst,Inginit,"Andheri, Mumbai, Maharashtra","Qualification: Any stream – Graduate / Post Graduate with experience in Market Research.
Desired Skills: SPSS is must, Quantum will be an added advantage.",28 days ago
Data Product Analyst,Saavn,"Mumbai, Maharashtra","At least 2-3 years of data analyst experience, ideally with big data and in the consumer technology industry.
Data science or data engineering.",30+ days ago
Fixed Income Analyst,Morgan Stanley,"Mumbai, Maharashtra","Excellent skills relating to data manipulation and interpretation.
POSTING DATE: Apr 29, 2020.
PRIMARY LOCATION: Non-Japan Asia-India-Maharashtra-Mumbai (MSA).",8 days ago
DLP ANALYST,EssenVision Software,"Mumbai, Maharashtra","Experience: 1 to 5 Years.
Role Description: The DLP Security Analyst will be primarily responsible for the maintenance and daily monitoring of the enterprise…",30+ days ago
Index Production Analyst – Equity Markets,S&P Global,"Mumbai, Maharashtra","Run various quality assurance (QA) processes to help validate index inputs and index values, ensuring overall data integrity.
About S&P Dow Jones Indices :",7 days ago
Business Analyst with Capital Market /Investment Banking Dom...,Capco,"Mumbai, Maharashtra","Capco is a global business and technology consultancy dedicated solely to the Financial Services (FS) industry, with over 26 offices in Asia, North America and…",30+ days ago
Business Data Analyst - (3 to 7 Years of Experience),Capco,"Mumbai, Maharashtra","\* Reporting - Document reports and metrics required to measure data quality based on critical data attributes .
Salary : As per company standard.",30+ days ago
Data Scientist,Canary Health Technologies,"Mumbai, Maharashtra",This project requires a data scientist to build a python-based classification model prototype that analyses raw data files and establishes output data ranges…,30+ days ago
Business Analyst with Capital Market /Investment Banking Dom...,Capco,"Mumbai, Maharashtra","Capco is a global business and technology consultancy dedicated solely to the Financial Services (FS) industry, with over 26 offices in Asia, North America and…",30+ days ago
IT Operations Analyst III,MoneyGram,"Mumbai, Maharashtra","Applies creative thinking and analysis to develop new concepts for ongoing data into information.
Analyzes data and prepares reports showing the performance of…",30+ days ago
Full Stack Developer,Divergent Insights,"Andheri, Mumbai, Maharashtra","11-Work with data scientists and analysts to improve software.
8-Create security and data protection settings.
7-Troubleshoot, debug and upgrade software.",9 days ago
Workforce Management Analyst,Carestream Health,"Mumbai, Maharashtra","The ability to mine and analyze complex data, and recognize patterns and trends.
Continue on to your next challenge with us.
Applying for a job with Carestream.",7 days ago
Analyst -Qlikview,JP Morgan Chase,"Mumbai, Maharashtra","QlikSense: Experience optimizing data architecture and data libraries for specific use in QlikSense.
Experience using scripts to transform data for various…",8 days ago
Customer Success Analyst,Vera Solutions,"Mumbai, Maharashtra","Our solutions help organizations working in health, education, and development to collect, analyze and utilize real-time, high-quality programmatic data,…",30+ days ago
Data Analyst,Institutional Shareholder Services Inc,"Mumbai, Maharashtra",Attend to internal/client queries and requests to ensure data captured is aligned with data methodology and policy guidelines.,30+ days ago
Operations Analyst,Indus Valley Partners,"Mumbai, Maharashtra",Indus Valley Partners (IVP) is a leading design & technology solutions provider to Alternative Asset Managers around the world.,30+ days ago
Business Analyst,Pioneer Informatics India Pvt Ltd,"Ghatkopar, Mumbai, Maharashtra","Provides analytic support by coordinating data extraction from various databases and data interpretation.
Business analyst: 4 years (Preferred).",8 days ago
Data Analyst and Statistician,UMMEED,"Mumbai, Maharashtra",Oversee data entry and carry out analyses of all key data sets with the objective of providing operational and impact related insights to the leadership team…,15 days ago
Valuations Analyst,Deutsche Bank,"Mumbai, Maharashtra","Report and provide analysis of pricing variance drivers, perform due diligence on the reliability of market data from multiple sources such as Bloomberg, Markit…",3 days ago
MIS Analyst,Netmagic Solutions,"Mumbai, Maharashtra","Work in tandem with operations team for data collection.
Prepare daily, weekly or monthly MIS Reports.
Keep the departmental heads updated on the reports on a…",30+ days ago
Data Scientist / Analyst,Adoro,"Mumbai, Maharashtra","Basic understanding of statistic and Experience manipulating large data sets through statistical software(ex R, Matlab etc).",30+ days ago
Business Data Analyst - (3 to 7 Years of Experience),Capco,"Mumbai, Maharashtra","\* Reporting - Document reports and metrics required to measure data quality based on critical data attributes .
Salary : As per company standard.",30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",29 days ago
Data Scientist,Canary Health Technologies,"Mumbai, Maharashtra",This project requires a data scientist to build a python-based classification model prototype that analyses raw data files and establishes output data ranges…,30+ days ago
Risk - WCS - Portfolio Analytics Team - Analyst,JP Morgan Chase,"Mumbai, Maharashtra","Experience in data analysis and dealing with large quantities of data.
Primary responsibility of this role is to deliver data driven insights into the credit…",1 day ago
C10: MRM - Balance and Loss Forecasting,CITI,"Mumbai, Maharashtra","Interprets data and makes recommendations.
Applies specialty area knowledge in monitoring, assessing, analyzing and/or evaluating processes and data.",Today
Analyst – Data Quality Analysis,Institutional Shareholder Services Inc,"Mumbai, Maharashtra","Define data quality rules and implement them in data testing framework.
Respond to queries and issues raised by internal data users and educate them about data.",30+ days ago
Credit Research analyst,Multi Recruit,"Mumbai, Maharashtra",Collection and collation of d ata from various data points (both online and offline) and interpreting the same to find patterns and anomalies.,22 days ago
Operations Analyst,IVP Rekruit,"Mumbai, Maharashtra",Indus Valley Partners (IVP) is a leading design & technology solutions provider to Alternative Asset Managers around the world.,30+ days ago
Operations Analyst,B&B Analytics,"Mumbai, Maharashtra","The successful candidate will be a detail oriented individual who will work closely with the operations lead to on-board new clients, ensure data quality,…",30+ days ago
Jr. Data Analyst,Sciative Solutrions,"Navi Mumbai, Maharashtra","Data engineering: Manage multiple data sources; Gather and parse data, as required; Clean up data, audit data for accuracy, consistency and completeness.",30+ days ago
Data Analyst,Augmenter Consulting,"Mumbai, Maharashtra","Proven working experience as a business data analyst.
Acquire data from primary or secondary data source and maintain them for suitable actionable usage.",30+ days ago
Equity Research Analyst,Decimal Point Analytics,"Mumbai, Maharashtra","Building, analyzing and updating Financial Models (equity).
Interacting regularly with the client on views and updates on companies.",10 days ago
"Management, Statutory and Regional Reporting Analyst",Deutsche Bank,"Mumbai, Maharashtra","This role requires you to have a sound knowledge in Access, Excel, Database Analysis tools (using SQL to source data from a central database).",17 days ago
